key	host	time	test	card	backend	build	parameter	value	unit	note
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d16384:tg	system-c	2026-08-23T21:30:51+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d16384:tg	73.15	t/s generation	peak 5968 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d16384:vram	system-c	2026-08-23T21:30:51+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d16384:vram	5968	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d32768:pp	system-c	2026-08-23T21:31:09+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d32768:pp	2712.92	t/s prefill	peak 6481 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d32768:tg	system-c	2026-08-23T21:31:09+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d32768:tg	67.50	t/s generation	peak 6481 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d32768:vram	system-c	2026-08-23T21:31:09+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d32768:vram	6481	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d65536:pp	system-c	2026-08-23T21:31:43+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d65536:pp	2156.08	t/s prefill	peak 7505 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d65536:tg	system-c	2026-08-23T21:31:43+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d65536:tg	58.33	t/s generation	peak 7505 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d65536:vram	system-c	2026-08-23T21:31:43+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d65536:vram	7505	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d131072:pp	system-c	2026-08-23T21:32:56+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d131072:pp	1386.85	t/s prefill	peak 9554 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d131072:tg	system-c	2026-08-23T21:32:56+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d131072:tg	46.30	t/s generation	peak 9554 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d131072:vram	system-c	2026-08-23T21:32:56+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d131072:vram	9554	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:f16:d262144	system-c	2026-08-23T21:32:59+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:f16:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d0:pp	system-c	2026-08-23T21:33:05+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d0:pp	3617.26	t/s prefill	peak 5051 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d0:tg	system-c	2026-08-23T21:33:05+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d0:tg	80.38	t/s generation	peak 5051 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d0:vram	system-c	2026-08-23T21:33:05+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d0:vram	5051	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d4096:pp	system-c	2026-08-23T21:33:13+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d4096:pp	3330.41	t/s prefill	peak 5521 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d4096:tg	system-c	2026-08-23T21:33:13+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d4096:tg	77.85	t/s generation	peak 5521 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d4096:vram	system-c	2026-08-23T21:33:13+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d4096:vram	5521	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d8192:pp	system-c	2026-08-23T21:33:23+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d8192:pp	3103.33	t/s prefill	peak 5585 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d8192:tg	system-c	2026-08-23T21:33:23+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d8192:tg	76.35	t/s generation	peak 5585 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d8192:vram	system-c	2026-08-23T21:33:23+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d8192:vram	5585	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d16384:pp	system-c	2026-08-23T21:33:35+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d16384:pp	2728.52	t/s prefill	peak 5721 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d16384:tg	system-c	2026-08-23T21:33:35+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d16384:tg	73.79	t/s generation	peak 5721 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d16384:vram	system-c	2026-08-23T21:33:35+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d16384:vram	5721	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d32768:pp	system-c	2026-08-23T21:33:55+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d32768:pp	2141.20	t/s prefill	peak 5995 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d32768:tg	system-c	2026-08-23T21:33:55+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d32768:tg	69.03	t/s generation	peak 5995 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d32768:vram	system-c	2026-08-23T21:33:55+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d32768:vram	5995	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d65536:pp	system-c	2026-08-23T21:34:34+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d65536:pp	1495.75	t/s prefill	peak 6537 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d65536:tg	system-c	2026-08-23T21:34:34+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d65536:tg	61.05	t/s generation	peak 6537 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d65536:vram	system-c	2026-08-23T21:34:34+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d65536:vram	6537	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d131072:pp	system-c	2026-08-23T21:36:11+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d131072:pp	943.55	t/s prefill	peak 7626 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d131072:tg	system-c	2026-08-23T21:36:11+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d131072:tg	49.88	t/s generation	peak 7626 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d131072:vram	system-c	2026-08-23T21:36:11+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d131072:vram	7626	MiB peak	
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d262144:pp	system-c	2026-08-23T21:40:58+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d262144:pp	516.42	t/s prefill	peak 9803 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d262144:tg	system-c	2026-08-23T21:40:58+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d262144:tg	36.49	t/s generation	peak 9803 MiB VRAM during the run
context_depth||vulkan|unknown|ornith-1.0-9b-Q4_K_M:q8_0:d262144:vram	system-c	2026-08-23T21:40:58+0200	context_depth		vulkan	unknown	ornith-1.0-9b-Q4_K_M:q8_0:d262144:vram	9803	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d0:pp	system-c	2026-08-23T21:41:23+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d0:pp	2599.66	t/s prefill	peak 8629 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d0:tg	system-c	2026-08-23T21:41:23+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d0:tg	51.49	t/s generation	peak 8629 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d0:vram	system-c	2026-08-23T21:41:23+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d0:vram	8629	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d4096:pp	system-c	2026-08-23T21:41:34+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d4096:pp	2254.22	t/s prefill	peak 9398 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d4096:tg	system-c	2026-08-23T21:41:34+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d4096:tg	47.18	t/s generation	peak 9398 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d4096:vram	system-c	2026-08-23T21:41:34+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d4096:vram	9398	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d8192:pp	system-c	2026-08-23T21:41:49+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d8192:pp	1994.68	t/s prefill	peak 10205 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d8192:tg	system-c	2026-08-23T21:41:49+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d8192:tg	43.73	t/s generation	peak 10205 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d8192:vram	system-c	2026-08-23T21:41:49+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d8192:vram	10205	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d16384:pp	system-c	2026-08-23T21:42:11+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d16384:pp	1620.60	t/s prefill	peak 11703 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d16384:tg	system-c	2026-08-23T21:42:11+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d16384:tg	38.24	t/s generation	peak 11703 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d16384:vram	system-c	2026-08-23T21:42:11+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d16384:vram	11703	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d32768	system-c	2026-08-23T21:42:14+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d32768			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d65536	system-c	2026-08-23T21:42:17+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d65536			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d131072	system-c	2026-08-23T21:42:20+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d131072			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d262144	system-c	2026-08-23T21:42:23+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:f16:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d0:pp	system-c	2026-08-23T21:42:31+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d0:pp	2550.84	t/s prefill	peak 8310 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d0:tg	system-c	2026-08-23T21:42:31+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d0:tg	50.46	t/s generation	peak 8310 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d0:vram	system-c	2026-08-23T21:42:31+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d0:vram	8310	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d4096:pp	system-c	2026-08-23T21:42:43+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d4096:pp	2168.33	t/s prefill	peak 8993 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d4096:tg	system-c	2026-08-23T21:42:43+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d4096:tg	47.59	t/s generation	peak 8993 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d4096:vram	system-c	2026-08-23T21:42:43+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d4096:vram	8993	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d8192:pp	system-c	2026-08-23T21:42:56+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d8192:pp	1879.65	t/s prefill	peak 9440 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d8192:tg	system-c	2026-08-23T21:42:56+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d8192:tg	45.18	t/s generation	peak 9440 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d8192:vram	system-c	2026-08-23T21:42:56+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d8192:vram	9440	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d16384:pp	system-c	2026-08-23T21:43:16+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d16384:pp	1482.90	t/s prefill	peak 10217 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d16384:tg	system-c	2026-08-23T21:43:16+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d16384:tg	40.76	t/s generation	peak 10217 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d16384:vram	system-c	2026-08-23T21:43:16+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d16384:vram	10217	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d32768:pp	system-c	2026-08-23T21:43:52+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d32768:pp	1042.95	t/s prefill	peak 11850 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d32768:tg	system-c	2026-08-23T21:43:52+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d32768:tg	34.44	t/s generation	peak 11850 MiB VRAM during the run
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d32768:vram	system-c	2026-08-23T21:43:52+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d32768:vram	11850	MiB peak	
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d65536	system-c	2026-08-23T21:43:55+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d65536			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d131072	system-c	2026-08-23T21:43:58+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d131072			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d262144	system-c	2026-08-23T21:44:01+0200	context_depth		vulkan	unknown	Qwen2.5-Coder-14B-Instruct-Q4_K_M:q8_0:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d0:pp	system-c	2026-08-23T21:44:04+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d0:pp	38008.22	t/s prefill	peak 369 MiB VRAM during the run
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d0:tg	system-c	2026-08-23T21:44:04+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d0:tg	539.91	t/s generation	peak 369 MiB VRAM during the run
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d0:vram	system-c	2026-08-23T21:44:04+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d0:vram	369	MiB peak	
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d4096	system-c	2026-08-23T21:44:08+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d4096			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d8192	system-c	2026-08-23T21:44:11+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d8192			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d16384	system-c	2026-08-23T21:44:14+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d16384			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d32768	system-c	2026-08-23T21:44:17+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d32768			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d65536	system-c	2026-08-23T21:44:20+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d65536			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d131072	system-c	2026-08-23T21:44:23+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d131072			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:f16:d262144	system-c	2026-08-23T21:44:26+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:f16:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d0:pp	system-c	2026-08-23T21:44:28+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d0:pp	38198.96	t/s prefill	peak 369 MiB VRAM during the run
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d0:tg	system-c	2026-08-23T21:44:28+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d0:tg	553.39	t/s generation	peak 369 MiB VRAM during the run
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d0:vram	system-c	2026-08-23T21:44:28+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d0:vram	369	MiB peak	
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d4096	system-c	2026-08-23T21:44:31+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d4096			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d8192	system-c	2026-08-23T21:44:34+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d8192			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d16384	system-c	2026-08-23T21:44:38+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d16384			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d32768	system-c	2026-08-23T21:44:41+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d32768			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d65536	system-c	2026-08-23T21:44:44+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d65536			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d131072	system-c	2026-08-23T21:44:47+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d131072			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|bge-m3-Q8_0:q8_0:d262144	system-c	2026-08-23T21:44:50+0200	context_depth		vulkan	unknown	bge-m3-Q8_0:q8_0:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d0:pp	system-c	2026-08-23T21:45:09+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d0:pp	4397.71	t/s prefill	peak 5671 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d0:tg	system-c	2026-08-23T21:45:09+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d0:tg	80.34	t/s generation	peak 5671 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d0:vram	system-c	2026-08-23T21:45:09+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d0:vram	5671	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d4096:pp	system-c	2026-08-23T21:45:15+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d4096:pp	4273.03	t/s prefill	peak 5803 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d4096:tg	system-c	2026-08-23T21:45:15+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d4096:tg	78.62	t/s generation	peak 5803 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d4096:vram	system-c	2026-08-23T21:45:15+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d4096:vram	5803	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d8192:pp	system-c	2026-08-23T21:45:22+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d8192:pp	4174.75	t/s prefill	peak 5927 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d8192:tg	system-c	2026-08-23T21:45:22+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d8192:tg	76.91	t/s generation	peak 5927 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d8192:vram	system-c	2026-08-23T21:45:22+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d8192:vram	5927	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d16384:pp	system-c	2026-08-23T21:45:33+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d16384:pp	3825.97	t/s prefill	peak 6183 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d16384:tg	system-c	2026-08-23T21:45:33+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d16384:tg	73.61	t/s generation	peak 6183 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d16384:vram	system-c	2026-08-23T21:45:33+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d16384:vram	6183	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d32768:pp	system-c	2026-08-23T21:45:47+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d32768:pp	3468.74	t/s prefill	peak 6695 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d32768:tg	system-c	2026-08-23T21:45:47+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d32768:tg	67.92	t/s generation	peak 6695 MiB VRAM during the run
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d32768:vram	system-c	2026-08-23T21:45:47+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d32768:vram	6695	MiB peak	
context_depth||cuda|unknown|Qwen3.5-9B-Q4_K_M:f16:d65536:pp	system-c	2026-08-23T21:46:13+0200	context_depth		cuda	unknown	Qwen3.5-9B-Q4_K_M:f16:d65536:pp	2831.41	t/s prefill	peak 7729 MiB VRAM during the run
